date, pm10, o3, no2, so2, co
2016/4/23, 28, 28, , , 
2016/4/24, 70, 27, , , 
2016/4/25, 37, 23, , , 
2016/4/26, 57, 25, , , 
2016/4/27, 50, 29, , , 
2016/4/28, 48, 29, , , 
2016/4/29, 70, 28, , , 
2016/4/30, 58, 24, , , 
2016/5/1, 58, 28, , , 
2016/5/2, 17, 24, , , 
2016/5/3, 32, 25, , , 
2016/5/4, 36, 21, , , 
2016/5/5, 52, 24, 9, 14, 
2016/5/6, 36, 98, 22, 27, 
2016/5/7, 36, 131, 14, 21, 
2016/5/8, 51, 19, , 23, 
2016/5/9, 36, 6, , 16, 
2016/5/10, 50, 8, , 19, 
2016/5/11, 55, 8, , 19, 
2016/5/12, 32, 7, , 23, 
2016/5/13, 31, 7, , 24, 
2016/5/14, 66, 4, , 16, 
2016/5/15, 24, 8, , 23, 
2016/5/16, 53, 6, , 16, 
2016/5/17, 50, 7, , 21, 
2016/5/18, 68, 5, , 20, 
2016/5/19, 94, 7, , 17, 
2016/5/20, 56, 7, , 23, 
2016/5/21, 35, 6, , 15, 
2016/5/22, 47, 6, , 16, 
2016/5/23, 37, 9, , 16, 
2016/5/24, 65, 7, , 19, 
2016/5/25, 74, 4, , 16, 
2016/5/26, 42, 8, , 27, 
2016/5/27, 82, 8, , 27, 
2016/5/28, 109, 4, , 15, 
2016/5/29, 46, 7, , 19, 
2016/5/30, 51, 6, , 16, 
2016/5/31, 64, 6, , 19, 
2016/6/1, 59, 9, , 18, 
2016/6/2, 62, 6, , 16, 
2016/6/3, 52, 6, , 17, 
2016/6/4, 75, 7, , 17, 
2016/6/5, 44, 6, , 19, 
2016/6/6, 37, 4, , 19, 
2016/6/7, 44, 5, , 20, 
2016/6/8, 52, 12, , 16, 
2016/6/9, 57, 54, , , 
2016/6/10, 12, 82, , , 
2016/6/11, 31, 40, , , 
2016/6/12, 50, 9, , , 
2016/6/13, 32, 7, , , 
2016/6/14, 51, , , , 
2016/6/17, 54, 11, , , 
2016/6/18, 57, 13, , , 
2016/6/19, 54, 90, , , 
2016/6/20, 31, , , , 
2016/6/21, 29, 48, , , 
2016/6/22, 39, 17, , , 
2016/6/23, 15, 13, , 5, 
2016/6/24, 23, 13, , 6, 
2016/6/25, 47, 11, , 1, 
2016/6/26, 47, 11, , 1, 
2016/6/27, 43, 10, , 1, 
2016/6/28, 47, 12, , 2, 
2016/6/29, 46, 12, , 1, 
2016/6/30, 23, 11, , 2, 
2016/7/1, 35, 12, , 3, 
2016/1/5, 61, 16, , , 
2016/1/6, 125, 13, , , 
2016/1/7, 40, 13, , , 
2016/1/8, 70, 12, , , 
2016/1/9, 82, 12, , , 
2016/1/10, 85, 12, , , 
2016/1/11, 105, 12, , , 
2016/1/12, 100, 11, , , 
2016/1/13, 174, 11, , , 
2016/1/14, 274, 15, , , 
2016/1/15, 101, 12, , , 
2016/1/16, 197, 15, , , 
2016/1/17, 62, 14, , , 
2016/1/18, 59, 13, , , 
2016/1/19, 111, 10, , , 
2016/1/20, 255, 12, , , 
2016/1/21, 105, 14, , , 
2016/1/22, 65, 15, , , 
2016/1/23, 35, 12, , , 
2016/1/24, 37, 8, , , 
2016/1/25, 235, 9, , , 
2016/1/26, 163, 11, , , 
2016/1/27, 95, 10, , , 
2016/1/28, 120, 9, , , 
2016/1/29, 128, 10, , , 
2016/1/30, 148, 13, , , 
2016/1/31, 86, 13, , , 
2016/2/1, 100, 12, , , 
2016/2/2, 108, 15, , , 
2016/2/3, 87, 16, , , 
2016/2/4, 102, 16, , , 
2016/2/5, 96, 18, , , 
2016/2/6, 105, 17, , , 
2016/2/7, 109, 17, , , 
2016/2/8, 247, 16, , , 
2016/2/9, 307, 20, , , 
2016/2/10, 56, 24, , , 
2016/2/11, 52, 26, , , 
2016/2/12, 45, 24, , , 
2016/2/13, 38, 20, , , 
2016/2/14, 78, 22, , , 
2016/2/15, 55, 22, , , 
2016/2/16, 57, 23, , , 
2016/2/17, 71, 24, , , 
2016/2/18, 89, 24, , , 
2016/2/19, 67, 22, , , 
2016/2/20, 80, 23, , , 
2016/2/21, 88, 27, , , 
2016/2/22, 56, 28, , , 
2016/2/23, 44, 23, , , 
2016/2/24, 78, 21, , , 
2016/2/25, 86, 22, , , 
2016/2/26, 86, 21, , , 
2016/2/27, 65, 23, , , 
2016/2/28, 67, 21, , , 
2016/2/29, 82, 24, , , 
2016/3/1, 49, 25, , , 
2016/3/2, 50, 31, , , 
2016/3/3, 39, 32, , , 
2016/3/4, 44, 30, , , 
2016/3/5, 64, 28, , , 
2016/3/6, 29, 25, , , 
2016/3/7, 50, 24, , , 
2016/3/8, 34, 24, , , 
2016/3/9, 44, 21, , , 
2016/3/10, 43, 19, , , 
2016/3/11, 43, 20, , , 
2016/3/12, 38, 27, , , 
2016/3/13, 43, 24, , , 
2016/3/14, 48, 18, , , 
2016/3/15, 47, 17, , , 
2016/3/16, 55, 23, , , 
2016/3/17, 61, 17, , , 
2016/3/18, 36, 17, , , 
2016/3/19, 38, 14, , , 
2016/3/20, 44, 14, , , 
2016/3/21, 46, 17, , , 
2016/3/22, 50, 14, , , 
2016/3/23, 41, 18, , , 
2016/3/24, 47, 21, , , 
2016/3/25, 37, 24, , , 
2016/3/26, 61, 24, , , 
2016/3/27, 58, 27, , , 
2016/3/28, 60, 25, , , 
2016/3/29, 34, 15, , , 
2016/3/30, 47, 24, , , 
2016/3/31, 48, 24, , , 
2016/4/1, 41, 29, , , 
2015/10/2, 45, 16, , , 
2015/10/3, 49, 12, , , 
2015/10/4, 48, 13, , , 
2015/10/5, 62, 7, , , 
2015/10/6, 85, , , , 
2015/10/7, 78, 17, , , 
2015/10/8, 45, 33, , , 
2015/10/9, 31, 36, , , 
2015/10/10, 43, 33, , , 
2015/10/11, 60, 27, , , 
2015/10/12, 69, 16, , , 
2015/10/13, 91, 5, , , 
2015/10/14, 84, 20, , , 
2015/10/15, 91, 22, , , 
2015/10/16, 104, 29, , , 
2015/10/17, 79, 25, , , 
2015/10/18, 52, 26, , , 
2015/10/19, 70, 25, , , 
2015/10/20, 73, 25, , , 
2015/10/21, 58, 24, , , 
2015/10/22, 45, 24, , , 
2015/10/23, 71, 24, , , 
2015/10/24, 92, 33, , , 
2015/10/25, 107, 30, , , 
2015/10/26, 44, 30, , , 
2015/10/27, 62, 33, , , 
2015/10/28, 25, 29, , , 
2015/10/29, 30, 28, , , 
2015/10/30, 46, 26, , , 
2015/10/31, 85, 30, , , 
2015/11/1, 60, , , , 
2015/11/3, 54, 38, , , 
2015/11/4, 46, 49, , , 
2015/11/5, 36, 46, , , 
2015/11/6, 57, 27, , , 
2015/11/7, 60, 31, , , 
2015/11/8, 50, 24, , , 
2015/11/9, 60, 28, , , 
2015/11/10, 44, 31, , , 
2015/11/11, 33, 36, , , 
2015/11/12, 80, 34, , , 
2015/11/13, 66, 31, , , 
2015/11/14, 70, , , , 
2015/11/15, 53, , , , 
2015/11/16, 117, , , , 
2015/11/17, 60, , , , 
2015/11/18, 62, , , , 
2015/11/19, 85, , , , 
2015/11/20, 99, , , , 
2015/11/23, 101, 38, , , 
2015/11/24, 71, 118, , , 
2015/11/25, 79, 130, , , 
2015/11/26, 95, 75, , , 
2015/11/27, 80, 30, , , 
2015/11/28, 88, 66, , , 
2015/11/29, 91, 78, , , 
2015/11/30, 106, 36, , , 
2015/12/1, 60, 51, , , 
2015/12/2, 45, 44, , , 
2015/12/3, 51, 27, , , 
2015/12/4, 59, 7, , , 
2015/12/5, 147, 11, , , 
2015/12/6, 63, 12, , , 
2015/12/7, 49, 16, , , 
2015/12/8, 80, 26, , , 
2015/12/9, 86, 18, , , 
2015/12/10, 78, 23, , , 
2015/12/11, 45, 30, , , 
2015/12/12, 49, 12, , , 
2015/12/13, 73, 23, , , 
2015/12/14, 82, 27, , , 
2015/12/15, 50, 17, , , 
2015/12/16, 51, 42, , , 
2015/12/17, 102, 68, , , 
2015/12/18, 63, 68, , , 
2015/12/19, 41, 61, , , 
2015/12/20, 49, 48, , , 
2015/12/21, 69, 42, , , 
2015/12/22, 42, 31, , , 
2015/12/23, 54, 26, , , 
2015/12/24, 82, 23, , , 
2015/12/25, 75, 22, , , 
2015/12/26, 162, 22, , , 
2015/12/27, 99, 23, , , 
2015/12/28, 53, 28, , , 
2015/12/29, 63, 29, , , 
2015/12/30, 119, 30, , , 
2015/12/31, 43, , , , 
2016/1/4, 57, 19, , , 
2015/7/2, 66, , , , 
2015/7/6, 26, 34, , , 
2015/7/7, 28, 22, , , 
2015/7/8, 70, 23, , , 
2015/7/9, 24, 40, , , 
2015/7/10, 47, 39, , , 
2015/7/11, 86, 32, , , 
2015/7/12, 51, 66, , , 
2015/7/13, 141, 33, , , 
2015/7/14, 32, 30, , , 
2015/7/15, 39, 32, , , 
2015/7/16, 46, 23, , , 
2015/7/17, 14, 28, , , 
2015/7/18, 23, 12, , , 
2015/7/19, 33, 15, , , 
2015/7/20, 32, 14, , , 
2015/7/21, 31, 21, , , 
2015/7/22, 30, 30, , , 
2015/7/23, 53, 24, , , 
2015/7/24, 64, 9, , , 
2015/7/25, 50, 26, , , 
2015/7/26, 33, 33, , , 
2015/7/27, 28, 31, , , 
2015/7/28, 38, 11, , , 
2015/7/29, 27, 27, , , 
2015/7/30, 26, 29, , , 
2015/7/31, 37, 19, , , 
2015/8/1, 20, 13, , , 
2015/8/4, 54, 12, , , 
2015/8/5, 46, 21, , , 
2015/8/6, 27, 17, , , 
2015/8/7, 41, 16, , , 
2015/8/8, 40, 25, , , 
2015/8/9, 53, 23, , , 
2015/8/10, 52, 22, , , 
2015/8/11, 62, 25, , , 
2015/8/12, 65, 30, , , 
2015/8/13, 56, 18, , , 
2015/8/14, 36, 21, , , 
2015/8/15, 63, 44, , , 
2015/8/16, 49, 40, , , 
2015/8/17, 129, 32, , , 
2015/8/18, 16, , , , 
2015/8/19, 30, , , , 
2015/8/20, 22, , , , 
2015/8/21, 40, , , , 
2015/8/22, 48, , , , 
2015/8/23, 40, , , , 
2015/8/24, 50, , , , 
2015/8/25, 57, , , , 
2015/8/26, 30, , , , 
2015/8/27, 37, , , , 
2015/8/28, 61, , , , 
2015/8/29, 77, , , , 
2015/8/30, 45, , , , 
2015/8/31, 43, , , , 
2015/9/1, 56, 2, , , 
2015/9/2, 51, 7, , , 
2015/9/3, 46, 5, , , 
2015/9/4, 29, 18, , , 
2015/9/5, 35, 27, , , 
2015/9/6, 39, 27, , , 
2015/9/7, 37, 29, , , 
2015/9/8, 37, 32, , , 
2015/9/9, 37, 29, , , 
2015/9/10, 37, 32, , , 
2015/9/11, 57, 36, , , 
2015/9/12, 31, 16, , , 
2015/9/13, 54, 14, , , 
2015/9/14, 51, 17, , , 
2015/9/15, 58, 23, , , 
2015/9/16, 68, 12, , , 
2015/9/17, 48, 10, , , 
2015/9/18, 44, 7, , , 
2015/9/19, 70, 18, , , 
2015/9/20, 69, 15, , , 
2015/9/21, 65, 21, , , 
2015/9/22, 29, 18, , , 
2015/9/23, 27, 20, , , 
2015/9/24, 20, 8, , , 
2015/9/25, 20, 3, , , 
2015/9/26, 35, 24, , , 
2015/9/27, 32, 28, , , 
2015/9/28, 35, 29, , , 
2015/9/29, 37, 20, , , 
2015/9/30, 65, 9, , , 
2015/10/1, 31, 10, , , 
2015/4/2, 51, , , 9, 
2015/4/3, 50, , , 4, 
2015/4/4, 46, , , 7, 
2015/4/5, 61, , , 9, 
2015/4/6, 32, , , 10, 
2015/4/7, 50, , , 6, 
2015/4/8, 42, , , 14, 
2015/4/9, 46, , , 13, 
2015/4/10, 52, , , 12, 
2015/4/11, 40, , , 3, 
2015/4/12, 35, , , 4, 
2015/4/13, 37, , , 12, 
2015/4/14, 66, , , 16, 
2015/4/15, 321, , , 3, 
2015/4/16, 117, , , 10, 
2015/4/17, 46, , , 4, 
2015/4/18, 75, , , 3, 
2015/4/19, 25, , , 9, 
2015/4/20, 46, 32, , 6, 
2015/4/21, 58, 32, , 12, 
2015/4/22, 63, 34, , 6, 
2015/4/23, 72, 31, , 16, 
2015/4/24, 68, 30, , 16, 
2015/4/25, 98, 23, , 6, 
2015/4/26, 242, , , , 
2015/4/28, 79, 32, , 17, 
2015/4/29, 123, 36, , 19, 
2015/4/30, 130, 31, , 4, 
2015/5/1, 49, 33, , 7, 
2015/5/2, 37, 32, , 7, 
2015/5/3, 51, 29, , 13, 
2015/5/4, 41, 33, , 5, 
2015/5/5, 51, 30, , 13, 
2015/5/6, 48, 31, , 5, 
2015/5/7, 43, 29, , 6, 
2015/5/8, 54, 28, , 9, 
2015/5/9, 45, , , , 
2015/5/11, 31, 31, , 18, 
2015/5/12, 64, 31, , 16, 
2015/5/13, 101, 35, , 8, 
2015/5/14, 55, 31, , 18, 
2015/5/15, 29, 28, , 30, 
2015/5/16, 41, 31, , 30, 
2015/5/17, 61, 33, , 9, 
2015/5/18, 69, 29, , 1, 
2015/5/19, 41, 27, , 18, 
2015/5/20, 51, 34, , 19, 
2015/5/21, 61, 31, , 20, 
2015/5/22, 60, 31, , 17, 
2015/5/23, 69, 30, , 15, 
2015/5/24, 63, 30, , 18, 
2015/5/25, 96, 25, , 33, 
2015/5/26, 47, 29, , , 
2015/5/27, 37, 25, , , 
2015/5/28, 35, 27, , , 
2015/5/29, 30, 19, , , 
2015/5/30, 47, 27, , , 
2015/5/31, 64, 18, , , 
2015/6/4, 65, 23, , , 
2015/6/5, 35, 19, , , 
2015/6/6, 22, 22, , , 
2015/6/7, 24, 20, , , 
2015/6/8, 37, 21, , , 
2015/6/9, 32, 15, , , 
2015/6/10, 41, 20, , , 
2015/6/11, 34, 24, , , 
2015/6/12, 54, 22, , , 
2015/6/13, 29, 27, , , 
2015/6/14, 41, 33, , , 
2015/6/15, 49, 33, , , 
2015/6/16, 53, 6, , , 
2015/6/17, 42, , , , 
2015/6/25, 39, 25, , , 
2015/6/26, 63, 28, , , 
2015/6/27, 160, 18, , , 
2015/6/28, 42, 22, , , 
2015/6/29, 55, 22, , , 
2015/6/30, 64, 24, , , 
2015/7/1, 71, 4, , , 
2015/1/12, 52, 2, , 20, 
2015/1/13, 49, , , , 
2015/1/20, 33, 2, , 7, 
2015/1/26, 98, 13, , 46, 
2015/2/3, 60, 15, , 34, 
2015/2/4, 77, 16, , 37, 
2015/2/5, 72, 14, , 48, 
2015/2/6, 92, 17, , 44, 
2015/2/7, 97, , , , 
2015/2/9, 96, 13, , 40, 
2015/2/10, 120, 14, , 42, 
2015/2/11, 98, 16, , 38, 
2015/2/12, 78, 15, , 40, 
2015/2/13, 87, 15, , 40, 
2015/2/14, 95, 15, , 40, 
2015/2/15, 93, 18, , 34, 
2015/2/16, 33, 19, , 34, 
2015/2/17, 64, 13, , 40, 
2015/2/18, 77, 15, , 33, 
2015/2/19, 73, 14, , 36, 
2015/2/20, 60, 14, , 35, 
2015/2/21, 76, 13, , 33, 
2015/2/22, 61, 12, , 38, 
2015/2/23, 52, 12, , 38, 
2015/2/24, 70, 12, , 36, 
2015/2/25, 63, 13, , 35, 
2015/2/26, 53, 13, , 33, 
2015/2/27, 57, 13, , 34, 
2015/2/28, 47, , , , 
2015/3/2, 68, 15, , 27, 
2015/3/3, 60, 13, , 12, 
2015/3/4, 61, 12, , 11, 
2015/3/5, 61, 13, , 16, 
2015/3/6, 76, 12, , 7, 
2015/3/7, 45, , , , 
2015/3/9, 44, 12, , 16, 
2015/3/10, 82, 13, , 10, 
2015/3/11, 58, 12, , 13, 
2015/3/12, 60, 14, , 13, 
2015/3/13, 65, 14, , 11, 
2015/3/14, 47, 15, , 5, 
2015/3/15, 48, 14, , 6, 
2015/3/16, 43, 14, , 5, 
2015/3/17, 33, 13, , 8, 
2015/3/18, 37, 13, , 10, 
2015/3/19, 43, 14, , 10, 
2015/3/20, 38, 14, , 11, 
2015/3/21, 48, 15, , 7, 
2015/3/22, 41, 14, , 14, 
2015/3/23, 43, 18, , 12, 
2015/3/24, 48, , , 12, 
2015/3/25, 52, , , 4, 
2015/3/26, 70, , , 12, 
2015/3/27, 80, , , 9, 
2015/3/28, 31, , , 3, 
2015/3/29, 29, , , 8, 
2015/3/30, 47, , , 2, 
2015/3/31, 24, , , 19, 
2015/4/1, 47, , , 7, 
2014/10/21, 75, 1, , 12, 
2014/10/22, 95, 1, , 8, 
2014/10/23, 51, 2, , 14, 
2014/10/24, 55, 3, , 15, 
2014/10/25, 62, 2, , 71, 
2014/10/26, 73, 3, , 10, 
2014/10/27, 43, 4, , 34, 
2014/10/28, 44, 3, , 56, 
2014/10/29, 42, 2, , 49, 
2014/10/30, 55, 2, , 1, 
2014/10/31, 41, 3, , 8, 
2014/11/1, 39, 3, , 16, 
2014/11/2, 32, 2, , 12, 
2014/11/3, 60, 2, , 10, 
2014/11/4, 50, 2, , 10, 
2014/11/5, 60, 2, , 11, 
2014/11/6, 37, 2, , 11, 
2014/11/7, 40, 1, , 11, 
2014/11/8, 93, 1, , 10, 
2014/11/9, 75, 1, , 18, 
2014/11/10, 66, 2, , 6, 
2014/11/11, 47, 3, , 9, 
2014/11/12, 80, 3, , 12, 
2014/11/13, 33, 2, , 15, 
2014/11/14, 53, 1, , 16, 
2014/11/15, 55, 2, , 14, 
2014/11/16, 56, 1, , 13, 
2014/11/17, 50, 1, , 14, 
2014/11/18, 56, 1, , 18, 
2014/11/19, 62, 2, , 18, 
2014/11/20, 58, 2, , 13, 
2014/11/21, 45, 2, , 14, 
2014/11/22, 40, 1, , 15, 
2014/11/23, 50, 1, , 30, 
2014/11/24, 51, 3, , 27, 
2014/11/25, 32, 2, , 8, 
2014/11/26, 52, 2, , 7, 
2014/11/27, 63, 2, , 3, 
2014/11/28, 38, 1, , 14, 
2014/11/29, 56, 2, , 19, 
2014/11/30, 62, 2, , 9, 
2014/12/1, 54, 2, , 6, 
2014/12/2, 36, 1, , 15, 
2014/12/3, 59, 2, , 14, 
2014/12/4, 44, 1, , 19, 
2014/12/5, 80, , , , 
2014/12/8, 63, 1, , 16, 
2014/12/9, 41, 2, , 18, 
2014/12/10, 45, 3, , 19, 
2014/12/11, 27, 1, , 15, 
2014/12/12, 38, 2, , 23, 
2014/12/13, 59, 1, , 21, 
2014/12/14, 49, 1, , 11, 
2014/12/15, 28, 1, , 6, 
2014/12/16, 14, 58, , 20, 
2014/12/17, 38, 1, , 16, 
2014/12/18, 60, 3, , 17, 
2014/12/20, 40, 2, , 14, 
2014/12/21, 61, , , , 
2021/5/23, , 8, 6, 1, 
2020/11/29, , 4, , 16, 
2020/11/30, , 2, , 21, 
2020/12/1, , 4, , 13, 
2020/12/2, , 2, , 21, 
2020/12/3, , 4, , 27, 
2020/12/11, , 3, , 14, 
2020/12/12, , 3, , 20, 
2020/12/13, , 3, , 29, 
2020/12/14, , 2, , 23, 
2020/4/1, , 7, , 7, 
2019/11/12, , 11, , 1, 
2019/11/13, , 6, , 7, 
2019/11/14, , 5, , 10, 
2019/12/8, , 1, , 16, 
2019/12/10, , 5, , 5, 
2019/9/23, , 8, , 8, 
2019/5/29, , 17, , 1, 
2018/1/1, , 5, , 26, 
2018/1/24, , 13, 18, 13, 
2017/7/2, , 24, , , 4
2016/6/16, , 4, , , 
2015/11/2, , 29, , , 
2016/1/3, , 20, , , 
2015/7/5, , 23, , , 
2015/8/2, , 21, , , 
2015/8/3, , 16, , , 
2015/4/27, , 29, , 16, 
2015/5/10, , 33, , 3, 
2015/6/1, , 29, , , 
2015/6/2, , 21, , , 
2015/6/3, , 27, , 51, 
2015/6/19, , 26, , , 
2015/6/20, , 25, , , 
2015/6/21, , 31, , , 
2015/6/22, , 37, , , 
2015/6/23, , 18, , , 
2015/6/24, , 26, , , 
2015/1/11, , 3, , 22, 
2015/1/19, , 1, , 27, 
2015/1/25, , 15, , 49, 
2015/2/2, , 13, , 46, 
2015/2/8, , 14, , 42, 
2015/3/1, , 12, , 41, 
2015/3/8, , 12, , 7, 
2014/10/20, , , , 2, 
2014/12/7, , , , 18, 
2014/12/19, , 2, 1, 11, 
2021/6/28, , , 6, 1, 
2020/1/1, , , , 11, 
2016/8/7, , , , 2, 
2021/10/10, , , , , 
2017/7/23, , , , , 1
2017/7/30, , , , , 1
2017/8/23, , , , , 2
